id,name,city,country,IATA,ICAO,latitude,longitude,altitude,timezone,timezone_name,type,source
6227,Uummannaq Heliport,Uummannaq,Greenland,UMD,BGUM,70.68042793,-52.11163044,50,-3,America/Godthab,airport,OurAirports
6228,Bayannur Tianjitai Airport,Bayannur,China,RLK,ZBYZ,40.926,107.7428,3400,8,Asia/Shanghai,airport,OurAirports
6229,Capital City Airport,Frankfort,United States,FFT,KFFT,38.18249893,-84.90470123,806,-5,America/New_York,airport,OurAirports
6230,Auburn Lewiston Municipal Airport,Lewiston,United States,LEW,KLEW,44.04850006,-70.28350067,288,-5,America/New_York,airport,OurAirports
6231,Inowroclaw Military Air Base,Inowroclaw,Poland,\N,EPIR,52.82939911,18.33060074,259,1,Europe/Warsaw,airport,OurAirports
6232,Pruszcz Gdanski Air Base,Pruszcz Gdansk,Poland,\N,EPPR,54.248001,18.6716,21,1,Europe/Warsaw,airport,OurAirports
6233,Bloyer Field,Tomah,United States,\N,KY72,43.97499847,-90.48349762,966,-6,America/Chicago,airport,OurAirports
6234,Marco Island Executive Airport,Marco Island Airport,United States,MRK,KMKY,25.995001,-81.672501,5,-5,America/New_York,airport,OurAirports
6235,Drummond Island Airport,Drummond Island,United States,DRE,KDRM,46.00930023,-83.74389648,668,-5,America/New_York,airport,OurAirports
6236,Gladwin Zettel Memorial Airport,Gladwin,United States,GDW,KGDW,43.97060013,-84.47499847,776,-5,America/New_York,airport,OurAirports
6237,South Haven Area Regional Airport,South Haven,United States,\N,KLWA,42.3512001,-86.25569916,666,-5,America/New_York,airport,OurAirports
6238,Marshfield Municipal Airport,Marshfield,United States,MFI,KMFI,44.63690186,-90.18930054,1277,-6,America/Chicago,airport,OurAirports
6239,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,ISW,KISW,44.36029816,-89.83899689,1021,-6,America/Chicago,airport,OurAirports
6240,Clinton Municipal Airport,Clinton,United States,CWI,KCWI,41.83110046,-90.32910156,708,-6,America/Chicago,airport,OurAirports
6241,Beverly Municipal Airport,Beverly,United States,BVY,KBVY,42.58420181,-70.91649628,107,-5,America/New_York,airport,OurAirports
6242,Nagaur Airport,Nagaur,India,\N,VI73,27.20829964,73.71140289,950,5.5,Asia/Calcutta,airport,OurAirports
6243,Ostafyevo International Airport,Moscow,Russia,OSF,UUMO,55.511667,37.507222,568,3,Europe/Moscow,airport,OurAirports
6244,Trois-Rivières Airport,Trois Rivieres,Canada,YRQ,CYRQ,46.35279846,-72.67939758,199,-5,America/Toronto,airport,OurAirports
6245,Poplar Bluff Municipal Airport,Poplar Bluff,United States,POF,KPOF,36.77389908,-90.32489777,331,-6,America/Chicago,airport,OurAirports
6246,Somerset Airport,Somerville,United States,\N,KSMQ,40.62599945,-74.67019653,105,-5,America/New_York,airport,OurAirports
6247,Eastport Municipal Airport,Eastport,United States,\N,KEPM,44.91009903,-67.01270294,45,-5,America/New_York,airport,OurAirports
6248,Keokuk Municipal Airport,Keokuk,United States,EOK,KEOK,40.4598999,-91.42849731,671,-6,America/Chicago,airport,OurAirports
6249,Perth/Scone Airport,Perth,United Kingdom,PSL,EGPT,56.43920135,-3.372220039,397,0,Europe/London,airport,OurAirports
6250,Caernarfon Airport,Caernarfon,United Kingdom,\N,EGCK,53.101819,-4.337614,1,0,Europe/London,airport,OurAirports
6251,Grefrath-Niershorst Airport,Grefrath,Germany,\N,EDLF,51.33388901,6.359444141,105,1,Europe/Berlin,airport,OurAirports
6252,St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP,44.93450165,-93.05999756,705,-6,America/Chicago,airport,OurAirports
6253,Söderhamn Airport,Soderhamn,Sweden,SOO,ESNY,61.26150131,17.09910011,88,1,Europe/Stockholm,airport,OurAirports
6254,Newcastle Aerodrome,Newcastle,Ireland,\N,EINC,53.07109833,-6.04527998,1,0,Europe/Dublin,airport,OurAirports
6255,Saravane Airport,Saravane,Laos,VNA,VLSV,15.70943921,106.4106989,574,7,Asia/Vientiane,airport,OurAirports
6256,Segeletz Airport,Segeletz,Germany,\N,EDAI,52.82666779,12.54194355,141,1,Europe/Berlin,airport,OurAirports
6257,Fuentemilanos Airport,Segovia,Spain,\N,LEFM,40.88861084,-4.237500191,3307,1,Europe/Madrid,airport,OurAirports
6258,Akeno Airport,Akeno,Japan,\N,RJOE,34.53329849,136.6719971,20,9,Asia/Tokyo,airport,OurAirports
6259,Ust-Kamchatsk Airport,Ust Kamchatsk,Russia,\N,UHPK,56.23860168,162.6880035,200,12,Asia/Anadyr,airport,OurAirports
6260,Oconomowoc Airport,Oconomowoc,United States,\N,0WI8,43.13890076,-88.47229767,885,-6,America/Chicago,airport,OurAirports
6261,Kozyrevsk Airport,Kozyrevsk,Russia,\N,UHPO,56.09000015,159.8766632,331,12,Asia/Anadyr,airport,OurAirports
6262,Dikson Airport,Dikson,Russia,DKS,UODD,73.51780701,80.37966919,47,7,Asia/Krasnoyarsk,airport,OurAirports
6263,Beverley Airport,Mine Site,Australia,\N,YBEE,-30.18670082,139.5579987,116,9.5,Australia/Adelaide,airport,OurAirports
6264,Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.66859818,-9.48416996,7,0,Europe/Dublin,airport,OurAirports
6265,Aliwal North Airport,Aliwal North,South Africa,\N,FAAN,-30.68000031,26.72999954,4405,2,Africa/Johannesburg,airport,OurAirports
6266,Alkantpan Copper Airport,Alkantpan,South Africa,\N,FACO,-29.90640068,22.31669998,3589,2,Africa/Johannesburg,airport,OurAirports
6267,Alldays Airport,Alldays,South Africa,ADY,FAAL,-22.67900085,29.05550003,2600,2,Africa/Johannesburg,airport,OurAirports
6268,Bredasdorp Airport,Barberton,South Africa,\N,FABR,-34.665,20.0628,30,2,Africa/Johannesburg,airport,OurAirports
6269,Butler Co Regional Airport - Hogan Field,Hamilton,United States,HAO,KHAO,39.36380005,-84.52200317,633,-5,America/New_York,airport,OurAirports
6270,Bungoma Airport,Bungoma,Kenya,\N,HKBU,0.576207995,34.55345154,4726,3,Africa/Nairobi,airport,OurAirports
6271,Bura East Airport,Bura,Kenya,\N,HKBR,-1.100000024,39.95000076,345,3,Africa/Nairobi,airport,OurAirports
6272,Busia Airport,Busia,Kenya,\N,HKBA,0.457085013,34.13027954,3989,3,Africa/Nairobi,airport,OurAirports
6273,Embu Airport,Embu,Kenya,\N,HKEM,-0.57327,37.49726,4150,3,Africa/Nairobi,airport,OurAirports
6274,Garba Tula Airport,Garba Tula,Kenya,\N,HKGT,0.533333,38.516667,2000,3,Africa/Nairobi,airport,OurAirports
6275,Garissa Airport,Garissa,Kenya,GAS,HKGA,-0.46350801,39.64830017,475,3,Africa/Nairobi,airport,OurAirports
6276,Hola Airport,Hola,Kenya,HOA,HKHO,-1.521999955,40.00400162,195,3,Africa/Nairobi,airport,OurAirports
6277,Homa Bay Airport,Homa Bay,Kenya,\N,HKHB,-0.600000024,34.46699905,4280,3,Africa/Nairobi,airport,OurAirports
6278,Isiolo Airport,Isiolo,Kenya,\N,HKIS,0.338170946,37.59169388,3495,3,Africa/Nairobi,airport,OurAirports
6279,Kericho Airport,Kericho,Kenya,KEY,HKKR,-0.3899,35.242093,6446,3,Africa/Nairobi,airport,OurAirports
6280,Kilaguni Airport,Kilaguni,Kenya,ILU,HKKL,-2.910609961,38.06520081,2750,3,Africa/Nairobi,airport,OurAirports
6281,Antsirabe Airport,Antsirabe,Madagascar,ATJ,FMME,-19.83922148,47.06371307,4997,3,Indian/Antananarivo,airport,OurAirports
6282,Bekily Airport,Bekily,Madagascar,OVA,FMSL,-24.23569475,45.30452728,1270,3,Indian/Antananarivo,airport,OurAirports
6283,Ust-Tsylma Airport,Ust-Tsylma,Russia,UTS,UUYX,65.43729401,52.20033646,262,3,Europe/Moscow,airport,OurAirports
6284,Gorno-Altaysk Airport,Gorno-Altaysk,Russia,RGK,UNBG,51.96670151,85.83329773,965,7,Asia/Krasnoyarsk,airport,OurAirports
6285,Fond du Lac County Airport,Fond du Lac,United States,FLD,KFLD,43.77119827,-88.48840332,808,-6,America/Chicago,airport,OurAirports
6286,Waupaca Municipal Airport,Waupaca,United States,\N,KPCZ,44.33330154,-89.01979828,840,-6,America/Chicago,airport,OurAirports
6287,Stevens Point Municipal Airport,Stevens Point,United States,STE,KSTE,44.54520035,-89.53029633,1110,-6,America/Chicago,airport,OurAirports
6288,Mys Shmidta Airport,Mys Shmidta,Russia,\N,UHMI,68.86830139,-179.3730011,20,12,Asia/Anadyr,airport,OurAirports
6289,Moma Airport,Honuu,Russia,MQJ,UEMA,66.450861,143.261551,656,11,Asia/Srednekolymsk,airport,OurAirports
6290,Luce County Airport,Newberry,United States,\N,KERY,46.31119919,-85.45729828,869,-5,America/New_York,airport,OurAirports
6291,Peenemünde Airport,Peenemunde,Germany,PEF,EDCP,54.15777969,13.77444363,7,1,Europe/Berlin,airport,OurAirports
6292,Góraszka Airport,Goraszka,Poland,\N,EPGO,52.18444061,21.28111076,361,1,Europe/Warsaw,airport,OurAirports
6293,Nusawiru Airport,Nusawiru,Indonesia,CJN,WI1A,-7.719895,108.488995,16,7,Asia/Jakarta,airport,OurAirports
6294,Galion Municipal Airport,Galion,United States,GQQ,KGQQ,40.7533989,-82.72380066,1224,-5,America/New_York,airport,OurAirports
6295,Tiputini Airport,Tiputini,Ecuador,TPN,SETI,-0.776111007,-75.52639771,997,-5,America/Guayaquil,airport,OurAirports
6296,Rio Amazonas Airport,Pastaza,Ecuador,PTZ,SESM,-1.505239964,-78.06269836,3465,-5,America/Guayaquil,airport,OurAirports
6297,Clarksville–Montgomery County Regional Airport,Clarksville,United States,CKV,KCKV,36.62189865,-87.41500092,550,-6,America/Chicago,airport,OurAirports
6298,Lompoc Airport,Lompoc,United States,LPC,KLPC,34.66559982,-120.4680023,88,-8,America/Los_Angeles,airport,OurAirports
6299,Chester County G O Carlson Airport,Coatesville,United States,CTH,KMQS,39.97900009,-75.8655014,660,-5,America/New_York,airport,OurAirports
6300,Bost Airport,Lashkar Gah,Afghanistan,BST,OABT,31.55970001,64.36499786,2464,4.5,Asia/Kabul,airport,OurAirports
6301,Lankaran International Airport,Lankaran,Azerbaijan,LLK,UBBL,38.74639893,48.81800079,30,4,Asia/Baku,airport,OurAirports
6302,Gabala International Airport,Qabala,Azerbaijan,GBB,UBBQ,40.826667,47.7125,935,4,Asia/Baku,airport,OurAirports
6303,Zaqatala International Airport,Zaqatala,Azerbaijan,ZTU,UBBY,41.562222,46.667221,1279,4,Asia/Baku,airport,OurAirports
6304,Lake Placid Airport,Lake Placid,United States,LKP,KLKP,44.26449966,-73.9618988,1747,-5,America/New_York,airport,OurAirports
6305,Typliy Klyuch Airport,Khandyga,Russia,KDY,UEMH,62.78900146,136.8549957,925,9,Asia/Yakutsk,airport,OurAirports
6306,Magan Airport,Yakutsk,Russia,GYG,UEMM,62.103484,129.545288,577,9,Asia/Yakutsk,airport,OurAirports
6307,Qianjiang Wulingshan Airport,Qianjiang,China,JIQ,ZUQJ,29.51333333,108.8311111,2075,8,Asia/Shanghai,airport,OurAirports
6308,Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,\N,YXCM,-36.242155,149.130147,2656,10,Australia/Sydney,airport,OurAirports
6309,Lima Allen County Airport,Lima,United States,AOH,KAOH,40.706902,-84.026703,975,-5,America/New_York,airport,OurAirports
6310,Sondok Airport,Hamhung,North Korea,DSO,ZKSD,39.745201,127.473999,12,8.5,Asia/Pyongyang,airport,OurAirports
6311,Malcolm McKinnon Airport,Brunswick,United States,SSI,KSSI,31.15180016,-81.39129639,19,-5,America/New_York,airport,OurAirports
6312,Beaver County Airport,Beaver Falls,United States,BFP,KBVI,40.77249908,-80.3914032,1253,-5,America/New_York,airport,OurAirports
6313,Georgetown County Airport,Georgetown,United States,GGE,KGGE,33.31169891,-79.31960297,39,-5,America/New_York,airport,OurAirports
6314,Hardwick Field,Cleveland,United States,HDI,KHDI,35.2201004,-84.83239746,874,-5,America/New_York,airport,OurAirports
6315,Renton Municipal Airport,Renton,United States,RNT,KRNT,47.49309921,-122.2160034,32,-8,America/Los_Angeles,airport,OurAirports
6316,Brackett Field,La Verne,United States,POC,KPOC,34.09159851,-117.7819977,1011,-8,America/Los_Angeles,airport,OurAirports
6317,Cross City Airport,Cross City,United States,CTY,KCTY,29.63549995,-83.10479736,42,-5,America/New_York,airport,OurAirports
6318,Oconee County Regional Airport,Clemson,United States,CEU,KCEU,34.6719017,-82.8864975,892,-5,America/New_York,airport,OurAirports
6319,Beech Factory Airport,Wichita,United States,BEC,KBEC,37.69449997,-97.21499634,1408,-6,America/Chicago,airport,OurAirports
6320,Tabing Airport,Padang,Indonesia,\N,WIMG,-0.874989,100.351997,9,7,Asia/Jakarta,airport,OurAirports
6321,Tom B. David Field,Calhoun,United States,\N,KCZL,34.45539856,-84.93920135,647,-5,America/New_York,airport,OurAirports
6322,Habersham County Airport,Cornelia,United States,\N,KAJR,34.49990082,-83.55670166,1448,-5,America/New_York,airport,OurAirports
6323,Georgetown Municipal Airport,Georgetown,United States,\N,KGTU,30.67880058,-97.67939758,790,-6,America/Chicago,airport,OurAirports
6324,Old Rhinebeck Airport,Rhinebeck,United States,\N,NY94,41.9715004,-73.86289978,323,-5,America/New_York,airport,OurAirports
6325,Duxford Aerodrome,Duxford,United Kingdom,QFO,EGSU,52.090801,0.131944,125,0,Europe/London,airport,OurAirports
6326,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006,4313,-7,America/Denver,airport,OurAirports
6327,Newnan Hospital Heliport,Bengassi,Mali,\N,GA46,33.38090134,-84.8010025,960,0,Africa/Bamako,airport,OurAirports
6328,Great Keppel Is Airport,Great Keppel Island,Australia,GKL,YGKL,-23.18330002,150.9420013,21,10,Australia/Brisbane,airport,OurAirports
6329,Roper Bar Airport,Roper Bar,Australia,RPB,YRRB,-14.734814,134.525485,92,9.5,Australia/Darwin,airport,OurAirports
6330,Mount Garnet Airport,Mount Garnet,Australia,\N,YMRT,-17.70000076,145.1499939,657,10,Australia/Brisbane,airport,OurAirports
6331,Innisfail Airport,Innisfail,Australia,IFL,YIFL,-17.55940056,146.0119934,46,10,Australia/Brisbane,airport,OurAirports
6332,Kalaeloa Airport,Kapolei,United States,JRF,PHJR,21.3074,-158.070009,30,-10,Pacific/Honolulu,airport,OurAirports
6333,Bamiyan Airport,Bamyan,Afghanistan,BIN,OABN,34.81700134,67.81700134,8367,4.5,Asia/Kabul,airport,OurAirports
6334,Changbaishan Airport,Baishan,China,NBS,ZYBS,42.066944,127.602222,2874,8,Asia/Shanghai,airport,OurAirports
6335,Orang Airport,Chongjin,North Korea,RGO,ZKHM,41.428538,129.647555,12,8.5,Asia/Pyongyang,airport,OurAirports
6336,Moomba Airport,Moomba,Australia,MOO,YOOM,-28.09939957,140.1970062,143,9.5,Australia/Adelaide,airport,OurAirports
6337,Lublin Airport,Lublin,Poland,LUZ,EPLB,51.240278,22.713611,633,1,Europe/Warsaw,airport,OurAirports
6338,Iosco County Airport,East Tawas,United States,ECA,K6D9,44.312801,-83.422302,606,-5,America/New_York,airport,OurAirports
6339,Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,\N,KMDQ,34.8614006,-86.55750275,756,-6,America/Chicago,airport,OurAirports
6340,Leesburg Executive Airport,Leesburg,United States,\N,KJYO,39.077999,-77.557503,389,-5,America/New_York,airport,OurAirports
6341,Anoka County-Blaine (Janes Field) Airport,Anoka,United States,\N,KANE,45.145,-93.211401,912,-6,America/Chicago,airport,OurAirports
6342,Robinson Crusoe Airport,San Juan Bautista,Chile,\N,SCIR,-33.66500092,-78.92970276,433,-4,America/Santiago,airport,OurAirports
6343,Villa Airport,Maamigili,Maldives,VAM,VRMV,3.470555556,72.83583333,6,5,Indian/Maldives,airport,OurAirports
6344,Lingling Airport,Yongzhou,China,LLF,ZGLG,26.338661,111.610043,340,8,Asia/Shanghai,airport,OurAirports
6345,Lošinj Island Airport,Mali Losinj,Croatia,LSZ,LDLO,44.56579971,14.39309978,151,1,Europe/Zagreb,airport,OurAirports
6346,Onslow Airport,Onslow,Australia,ONS,YOLW,-21.66830063,115.112999,7,8,Australia/Perth,airport,OurAirports
6347,Theodore Airport,Theodore,Australia,TDR,YTDR,-24.99329948,150.0930023,171,10,Australia/Brisbane,airport,OurAirports
6348,Williamson Sodus Airport,Williamson,United States,\N,KSDC,43.234699,-77.121,424,-5,America/New_York,airport,OurAirports
6349,Fairoaks Airport,Fairoaks,United Kingdom,\N,EGTF,51.34809875,-0.558888972,80,0,Europe/London,airport,OurAirports
6350,Boulder Municipal Airport,Boulder,United States,WBU,KBDU,40.03939819,-105.2259979,5288,-7,America/Denver,airport,OurAirports
6351,Neustadt-Glewe Airport,Neustadt-Glewe,Germany,\N,EDAN,53.35972214,11.61527824,115,1,Europe/Berlin,airport,OurAirports
6352,Goetsenhoven Air Base,GOETSENHOVEN,Belgium,\N,EBTN,50.78170013,4.957779884,246,1,Europe/Brussels,airport,OurAirports
6353,Tutow Airport,Wildenrath,Germany,\N,EDUW,53.92194366,13.21888924,26,1,Europe/Berlin,airport,OurAirports
6354,Bremgarten Airport,Bremgarten,Germany,\N,EDTG,47.90277863,7.617777824,696,1,Europe/Berlin,airport,OurAirports
6355,Bitburg Airport,Birburg,Germany,BBJ,EDRB,49.945278,6.565,1220,1,Europe/Berlin,airport,OurAirports
6356,Palo Alto Airport of Santa Clara County,Palo Alto,United States,PAO,KPAO,37.46110153,-122.1149979,4,-8,America/Los_Angeles,airport,OurAirports
6357,Ust-Nera Airport,Ust-Nera,Russia,USR,UEMT,64.55000305,143.1150055,1805,10,Asia/Vladivostok,airport,OurAirports
6358,Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,\N,LKVM,49.926899,16.185801,991,1,Europe/Prague,airport,OurAirports
6359,Spa (la Sauvenière) Airfield,Spa,Belgium,\N,EBSP,50.482498,5.9103,1581,1,Europe/Brussels,airport,OurAirports
6360,Falcon Field,Mesa,United States,MSC,KFFZ,33.46080017,-111.7279968,1394,-7,America/Phoenix,airport,OurAirports
6361,Coolidge Municipal Airport,Cooldige,United States,\N,KP08,32.93590164,-111.427002,1574,-7,America/Phoenix,airport,OurAirports
6362,Cottonwood Airport,Cottonwood,United States,\N,KP52,34.72999954,-112.0350037,3550,-7,America/Phoenix,airport,OurAirports
6363,Namur-Suarlée Airfield,Namur,Belgium,\N,EBNM,50.487999,4.76892,594,1,Europe/Brussels,airport,OurAirports
6364,Kiewit Airfield Hasselt,Hasselt,Belgium,\N,EBZH,50.970001,5.37507,141,1,Europe/Brussels,airport,OurAirports
6365,Ak-Chin Regional Airport,Phoenix,United States,\N,KA39,32.990806,-111.918528,1300,-7,America/Phoenix,airport,OurAirports
6366,Wickenburg Municipal Airport,Wickenburg,United States,\N,KE25,33.96889877,-112.7990036,2377,-7,America/Phoenix,airport,OurAirports
6367,Yangzhou Taizhou Airport,Yangzhou,China,YTY,ZSYA,32.5634,119.7198,7,8,Asia/Shanghai,airport,OurAirports
6368,Oakland County International Airport,Pontiac,United States,PTK,KPTK,42.66550064,-83.42009735,980,-5,America/New_York,airport,OurAirports
6369,Kissidougou Airport,Kissidougou,Guinea,KSI,GUKU,9.160559654,-10.12440014,1808,0,Africa/Conakry,airport,OurAirports
6370,Dillant Hopkins Airport,Keene,United States,EEN,KEEN,42.89839935,-72.27079773,488,-5,America/New_York,airport,OurAirports
6371,Tianshui Maijishan Airport,Tianshui,China,THQ,ZLTS,34.55939865,105.8600006,3590,8,Asia/Shanghai,airport,OurAirports
6372,Kawama Airport,Kawama,Cuba,VRO,MUKW,23.12400055,-81.3015976,16,-5,America/Havana,airport,OurAirports
6373,Kooddoo Airport,Kooddoo,Maldives,GKK,VRMO,0.7324,73.4336,29,5,Indian/Maldives,airport,OurAirports
6374,Glasgow Industrial Airport,Glasgow,United States,\N,07MT,48.42110062,-106.5279999,2762,-7,America/Denver,airport,OurAirports
6375,Rochester Airport,Rochester,United Kingdom,RCS,EGTO,51.35189819,0.503332973,436,0,Europe/London,airport,OurAirports
6376,Termas de Río Hondo international Airport,Rio Hondo,Argentina,RHD,SANR,-27.4966,-64.93595,935,-3,America/Cordoba,airport,OurAirports
6377,Keetmanshoop Airport,Keetmanshoop,Namibia,KMP,FYKT,-26.53980064,18.1114006,3506,1,Africa/Windhoek,airport,OurAirports
6378,Kangding Airport,Kangding,China,KGT,ZUKD,30.1575,101.734722,14042,8,Asia/Shanghai,airport,OurAirports
6379,Velikiy Ustyug Airport,Veliky Ustyug,Russia,VUS,ULWU,60.78829956,46.25999832,331,3,Europe/Moscow,airport,OurAirports
6380,Iowa City Municipal Airport,Iowa City,United States,IOW,KIOW,41.6391983,-91.54650116,668,-6,America/Chicago,airport,OurAirports
6381,Turpan Jiaohe Airport,Turpan,China,TLQ,ZWTP,43.0308,89.0987,934,8,Asia/Shanghai,airport,OurAirports
6382,Lorenzo Airport,Morro de Sao Paulo,Brazil,\N,SNCL,-13.38944435,-38.90999985,3,-3,America/Fortaleza,airport,OurAirports
6383,Windom Municipal Airport,Windom,United States,\N,KMWM,43.91339874,-95.10939789,1410,-6,America/Chicago,airport,OurAirports
6384,Longview Ranch Airport,Longview,United States,\N,OG39,44.6617012,-119.6520004,2080,-8,America/Los_Angeles,airport,OurAirports
6385,Rothera Research Station,Rothera Research Station,United Kingdom,\N,EGAR,-67.5675,-68.12740278,9,12,Antarctica/South_Pole,airport,OurAirports
6386,Sortavala Airport,Sortavala,Russia,\N,ULPW,61.73609924,30.67359924,0,3,Europe/Moscow,airport,OurAirports
6387,Lee Airport,Annapolis,United States,ANP,KANP,38.942902,-76.568398,34,-5,America/New_York,airport,OurAirports
6388,Cuamba Airport,Cuamba,Mozambique,FXO,FQCB,-14.815,36.529999,1919,2,Africa/Maputo,airport,OurAirports
6389,Bodaybo Airport,Bodaibo,Russia,ODO,UIKB,57.86610031,114.2429962,919,8,Asia/Irkutsk,airport,OurAirports
6390,Zhytomyr Airport,Zhytomyr,Ukraine,ZTR,UKKV,50.270556,28.738611,0,2,Europe/Kiev,airport,OurAirports
6391,Paluknys Airport,Paluknys,Lithuania,\N,EYVP,54.48484802,24.98737335,400,2,Europe/Vilnius,airport,OurAirports
6392,Mattala Rajapaksa International Airport,Mattala,Sri Lanka,HRI,VCRI,6.284467,81.124128,157,5.5,Asia/Colombo,airport,OurAirports
6393,Pecos Municipal Airport,Pecos,United States,PEQ,KPEQ,31.38240051,-103.5110016,2613,-6,America/Chicago,airport,OurAirports
6394,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,United States,HBG,KHBG,31.26479912,-89.25279999,151,-6,America/Chicago,airport,OurAirports
6395,Botucatu - Tancredo de Almeida Neves Airport,Botucatu,Brazil,QCJ,SDBK,-22.939501,-48.467999,3012,-3,America/Sao_Paulo,airport,OurAirports
6396,Base Aérea Airport,Anapolis,Brazil,\N,SBAN,-16.2292,-48.964298,3731,-3,America/Sao_Paulo,airport,OurAirports
6397,Mário Pereira Lopes–São Carlos Airport,Sao Carlos,Brazil,QSC,SDSC,-21.875401,-47.903703,2649,-3,America/Sao_Paulo,airport,OurAirports
6398,Chan Gurney Municipal Airport,Yankton,United States,YKN,KYKN,42.91669846,-97.3859024,1306,-6,America/Chicago,airport,OurAirports
6399,Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB,OMBY,24.283611,52.580278,25,4,Asia/Dubai,airport,OurAirports
6400,Bromont (Roland Desourdy) Airport,Bromont,Canada,ZBM,CZBM,45.29079819,-72.74140167,375,-5,America/Toronto,airport,OurAirports
6401,Beccles Airport,Beccles,United Kingdom,\N,EGSM,52.43529892,1.618330002,80,0,Europe/London,airport,OurAirports
6402,Kratie Airport,Kratie,Cambodia,KTI,VDKT,12.48799992,106.0550003,0,7,Asia/Phnom_Penh,airport,OurAirports
6403,Caldera Airport,Caldera,Chile,\N,SCCL,-27.0781002,-70.79530334,180,-4,America/Santiago,airport,OurAirports
6404,San Pedro de Atacama Airport,San Pedro de Atacama,Chile,\N,SCPE,-22.92169952,-68.15840149,7960,-4,America/Santiago,airport,OurAirports
6405,Copacabana Airport,Copacabana,Bolivia,\N,SLCC,-16.19109917,-69.09559631,12591,-4,America/La_Paz,airport,OurAirports
6406,Guyuan Liupanshan Airport,Guyuan,China,GYU,ZLGY,36.07888889,106.2169444,5696,8,Asia/Shanghai,airport,OurAirports
6407,RAF Brawdy,Brawdy,United Kingdom,\N,EGDA,51.88375,-5.119972,0,0,Europe/London,airport,OurAirports
6408,Changhai Airport,Changhai,China,CNI,ZYCH,39.26666667,122.6669444,80,8,Asia/Shanghai,airport,OurAirports
6409,Redhill Aerodrome,Redhill,United Kingdom,KRH,EGKR,51.21360016,-0.138611004,222,0,Europe/London,airport,OurAirports
6410,Jiagedaqi Airport,Jiagedaqi District,China,JGD,ZYJD,50.371389,124.1175,1205,8,Asia/Shanghai,airport,OurAirports
6411,Chinchilla Airport,Chinchilla,Australia,CCL,YCCA,-26.77499962,150.6170044,1028,10,Australia/Brisbane,airport,OurAirports
6412,Hayward Executive Airport,Hayward,United States,HWD,KHWD,37.65919876,-122.1220016,52,-8,America/Los_Angeles,airport,OurAirports
6413,Motueka Airport,Motueka,New Zealand,MZP,NZMK,-41.12329865,172.9889984,39,12,Pacific/Auckland,airport,OurAirports
6414,Shute Harbour Airport,Shute Harbour,Australia,JHQ,YSHR,-20.277221,148.755556,12,10,Australia/Brisbane,airport,OurAirports
6415,Enstone Aerodrome,Enstone,United Kingdom,\N,EGTN,51.92816667,-1.4285,550,0,Europe/London,airport,OurAirports
6416,Ann Arbor Municipal Airport,Ann Arbor,United States,ARB,KARB,42.22299957,-83.74559784,839,-5,America/New_York,airport,OurAirports
6417,Shepparton Airport,Shepparton,Australia,SHT,YSHT,-36.42890167,145.3930054,374,10,Australia/Hobart,airport,OurAirports
6418,Temora Airport,Temora,Australia,TEM,YTEM,-34.42139816,147.5119934,921,10,Australia/Sydney,airport,OurAirports
6419,Gayndah Airport,Gayndah,Australia,GAH,YGAY,-25.61440086,151.6190033,369,10,Australia/Brisbane,airport,OurAirports
6420,Wilcannia Airport,Wilcannia,Australia,WIO,YWCA,-31.52639961,143.375,250,10,Australia/Sydney,airport,OurAirports
6421,Ivanhoe Airport,Ivanhoe,Australia,\N,YIVO,-32.88330078,144.3099976,330,10,Australia/Sydney,airport,OurAirports
6422,Menindee Airport,Menindee,Australia,\N,YMED,-32.36669922,142.4049988,0,10,Australia/Sydney,airport,OurAirports
6423,Pooncarie Airport,Pooncarie,Australia,\N,YPCE,-33.36669922,142.5879974,50,10,Australia/Sydney,airport,OurAirports
6424,Tilpa Airport,Tilpa,Australia,\N,YTLP,-30.93330002,144.4170074,0,10,Australia/Sydney,airport,OurAirports
6425,Reichenbach Air Base,Reichenbach im Kandertal,Switzerland,\N,LSGR,46.61360168,7.677780151,2385,1,Europe/Zurich,airport,OurAirports
6426,Bijie Feixiong Airport,Bijie,China,BFJ,ZUBJ,27.267066,105.472097,4751,8,Asia/Shanghai,airport,OurAirports
6427,Lensk Airport,Lensk,Russia,ULK,UERL,60.72060013,114.8259964,801,9,Asia/Yakutsk,airport,OurAirports
6428,Kavalerovo Airport,Kavalerovo,Russia,KVR,UHWK,44.2726,135.029,730,10,Asia/Vladivostok,airport,OurAirports
6429,Iğdır Airport,Igdir,Turkey,IGD,LTCT,39.97662735,43.87664795,3101,3,Europe/Istanbul,airport,OurAirports
6430,Şanlıurfa GAP Airport,Sanliurfa,Turkey,GNY,LTCS,37.445663,38.895592,2708,3,Europe/Istanbul,airport,OurAirports
6431,Zafer Airport,Kutahya,Turkey,KZR,LTBZ,39.113079,30.128111,3327,3,Europe/Istanbul,airport,OurAirports
